process,TP,FP,TN,FN,precision,recall,accuracy,f_measure,mcc,precision-recall area
R-HSA-5617816,95.0,84.0,21123.0,0.0,0.5307262569832403,1.0,0.9960567082903014,0.6934306569343066,0.7270653845964792,0.6476213948383821
R-HSA-5617859,87.0,131.0,21081.0,3.0,0.39908256880733944,0.9666666666666667,0.9937095108440522,0.564935064935065,0.619014148615289,0.3285292607167805
R-HSA-5617862,79.0,117.0,21103.0,3.0,0.4030612244897959,0.9634146341463414,0.994366726129002,0.5683453237410072,0.6212540392511103,0.3359372547077074
R-HSA-5617866,76.0,117.0,21106.0,3.0,0.39378238341968913,0.9620253164556962,0.994366726129002,0.5588235294117647,0.6136137263882484,0.29901691646272915
R-HSA-5617867,81.0,123.0,21095.0,3.0,0.39705882352941174,0.9642857142857143,0.994085062435452,0.5624999999999999,0.6167982849204481,0.3190837566857884
R-HSA-5617874,84.0,124.0,21091.0,3.0,0.40384615384615385,0.9655172413793104,0.9940381184865271,0.5694915254237288,0.6224335228814774,0.3281187346689992
R-HSA-5617877,73.0,106.0,21120.0,3.0,0.40782122905027934,0.9605263157894737,0.9948831095671767,0.5725490196078431,0.6241399718489319,0.3203480552170643
R-HSA-5617887,81.0,120.0,21098.0,3.0,0.40298507462686567,0.9642857142857143,0.9942258942822271,0.5684210526315789,0.6214316908330744,0.31365619591713045
R-HSA-5617896,91.0,133.0,21075.0,3.0,0.40625,0.9680851063829787,0.9936156229462022,0.5723270440251572,0.624979998453897,0.33603300612272075
R-HSA-5621002,80.0,123.0,21096.0,3.0,0.39408866995073893,0.963855421686747,0.994085062435452,0.5594405594405595,0.6143483273518358,0.3023170011720311
R-HSA-5621010,79.0,122.0,21098.0,3.0,0.39303482587064675,0.9634146341463414,0.994132006384377,0.558303886925795,0.613400094601084,0.2981521187355176
R-HSA-5624949,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5624952,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5625416,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5625421,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5625424,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5625426,51.0,84.0,21166.0,1.0,0.37777777777777777,0.9807692307692307,0.9960097643413764,0.5454545454545454,0.6074317567473283,0.4828496075306527
R-HSA-5625774,57.0,72.0,21170.0,3.0,0.4418604651162791,0.95,0.9964792038306263,0.6031746031746031,0.6466340740068297,0.30273307027345175
R-HSA-5625784,57.0,72.0,21170.0,3.0,0.4418604651162791,0.95,0.9964792038306263,0.6031746031746031,0.6466340740068297,0.30273307027345175
R-HSA-5625796,58.0,72.0,21169.0,3.0,0.4461538461538462,0.9508196721311475,0.9964792038306263,0.6073298429319371,0.650050222221955,0.30599130727301294
R-HSA-5625797,58.0,72.0,21169.0,3.0,0.4461538461538462,0.9508196721311475,0.9964792038306263,0.6073298429319371,0.650050222221955,0.30599130727301294
R-HSA-5625848,58.0,72.0,21169.0,3.0,0.4461538461538462,0.9508196721311475,0.9964792038306263,0.6073298429319371,0.650050222221955,0.3074613989270746
R-HSA-5625849,58.0,72.0,21169.0,3.0,0.4461538461538462,0.9508196721311475,0.9964792038306263,0.6073298429319371,0.650050222221955,0.3074613989270746
